region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes
Europe,Germany,Economic,Destatis (Federal Statistical Office),https://www.destatis.de,DE/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,Federal statistics office; comprehensive data with English site.
Europe,Germany,Economic,Handelsblatt,https://www.handelsblatt.com,DE,Business daily,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Leading business-and-finance daily.
Europe,Germany,Economic,ifo Institute,https://www.ifo.de,DE/EN,Economic research (Business Climate Index),Independent,Website,,yes,5,4,4,5,4,5,5,4.6,Munich institute; the ifo Business Climate Index is a bellwether indicator.
Europe,Germany,Political,Deutscher Bundestag,https://www.bundestag.de,DE/EN,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,"Official record of bills, debates, and members."
Europe,Germany,Political,abgeordnetenwatch,https://www.abgeordnetenwatch.de,DE,Parliamentary monitoring,Independent,Website,,yes,4,4,4,5,5,4,2,4.0,"Tracks MP voting, questions, and outside income; public-accountability data."
Europe,Germany,Political,Netzpolitik.org,https://netzpolitik.org,DE,Digital-rights media,Independent,Website,,no,4,4,4,5,4,4,4,4.1,Digital-rights and surveillance reporting.
Europe,Germany,Societal,Infratest dimap,https://www.infratest-dimap.de,DE,Pollster,Independent,Website,,yes,4,4,4,4,4,4,2,3.7,Major pollster; ARD's 'DeutschlandTrend' surveys.
Europe,Germany,Societal,Bertelsmann Stiftung,https://www.bertelsmann-stiftung.de,DE/EN,Research foundation,Independent,Website,,no,4,4,3,4,4,5,4,4.0,"Foundation producing social, economic, and governance research."
Europe,France,General,Le Monde,https://www.lemonde.fr,FR/EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,4,4,4.3,"Paper of record; 'Les Décodeurs' fact-checking, English edition."
Europe,France,General,Le Figaro,https://www.lefigaro.fr,FR,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Center-right national daily.
Europe,France,General,Libération,https://www.liberation.fr,FR,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Left-leaning national daily; 'CheckNews' desk.
Europe,France,General,Franceinfo,https://www.francetvinfo.fr,FR,Public broadcaster,Public broadcaster,Website,,no,4,3,5,4,4,5,2,3.9,Public-service rolling news.
Europe,France,General,France 24,https://www.france24.com,FR/EN,International broadcaster,Public broadcaster,Website,,no,4,3,5,4,4,5,3,4.0,France's international broadcaster; multilingual.
Europe,France,General,RFI,https://www.rfi.fr,FR,International radio,Public broadcaster,Website,,no,4,3,5,4,4,5,3,4.0,Radio France Internationale; strong Africa and world coverage.
Europe,France,General,Le Point,https://www.lepoint.fr,FR,News weekly,Independent,Website,,no,4,3,4,4,3,4,3,3.6,Center-right news weekly.
Europe,France,General,Mediapart,https://www.mediapart.fr,FR,Investigative (subscriber),Independent,Website,,no,5,5,4,4,5,3,4,4.3,Subscriber-funded investigative outlet; major political scoops.
Europe,France,Security,IFRI,https://www.ifri.org,FR/EN,Foreign-policy think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,France's leading international-affairs institute.
Europe,France,Security,IRIS,https://www.iris-france.org,FR/EN,Strategic-affairs think tank,Independent,Website,,no,4,4,3,4,4,5,5,4.1,Institute for international and strategic affairs.
Europe,France,Security,FRS (Fondation recherche stratégique),https://www.frstrategie.org,FR/EN,Defense think tank,State-aligned,Website,,no,4,3,3,3,4,4,4,3.6,Defense-focused institute closely linked to the ministry.
Europe,France,Economic,Banque de France,https://www.banque-france.fr,FR/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and business-survey data.
Europe,France,Economic,INSEE,https://www.insee.fr,FR/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics and economic-studies institute.
Europe,France,Economic,Les Échos,https://www.lesechos.fr,FR,Business daily,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Leading business-and-finance daily.
Europe,France,Political,Assemblée nationale,https://www.assemblee-nationale.fr,FR,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the lower house.
Europe,France,Political,AFP Factuel,https://factuel.afp.com,FR,Fact-checking (AFP),Independent,Website,,no,5,4,4,5,5,4,3,4.3,AFP's fact-checking service.
Europe,France,Political,Disclose,https://disclose.ngo,FR,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,"Nonprofit investigating arms exports, surveillance, and environment."
Europe,France,Societal,IFOP,https://www.ifop.com,FR,Pollster,Independent,Website,,yes,4,4,3,4,4,4,2,3.6,Long-established polling institute.
Europe,France,Societal,Reporterre,https://reporterre.net,FR,Environmental media,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent environment-and-ecology daily.
Europe,United Kingdom,General,BBC News,https://www.bbc.com/news,EN,Public broadcaster,Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,World's largest public broadcaster; global newsgathering.
Europe,United Kingdom,General,The Guardian,https://www.theguardian.com,EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,5,3,4.3,Trust-owned daily; strong investigations and open access.
Europe,United Kingdom,General,The Times,https://www.thetimes.co.uk,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,3,3,3.7,Paper of record; center-right.
Europe,United Kingdom,General,Financial Times,https://www.ft.com,EN,Business daily,Independent,Website,,no,5,4,5,4,4,3,4,4.1,Global business-and-markets authority.
Europe,United Kingdom,General,The Economist,https://www.economist.com,EN,News weekly,Independent,Website,,no,5,4,4,4,4,3,5,4.1,Global affairs and economics weekly.
Europe,United Kingdom,General,Reuters,https://www.reuters.com,EN,Wire agency,Independent,Website,,no,5,3,5,4,4,5,2,4.0,Global news agency; speed and reliability.
Europe,United Kingdom,General,openDemocracy,https://www.opendemocracy.net,EN,Investigative / analysis,Independent,Website,,no,4,4,3,5,4,5,4,4.1,Nonprofit investigations and global-affairs analysis.
Europe,United Kingdom,General,Bureau of Investigative Journalism,https://www.thebureauinvestigates.com,EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,5,4,4.6,London nonprofit; deep public-interest investigations.
Europe,United Kingdom,Security,Chatham House,https://www.chathamhouse.org,EN,International-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Royal Institute of International Affairs; global policy analysis.
Europe,United Kingdom,Security,IISS,https://www.iiss.org,EN,Defence think tank,Independent,Website,,no,5,4,3,5,4,4,5,4.3,Defence-and-security institute; publishes The Military Balance.
Europe,United Kingdom,Security,Declassified UK,https://www.declassifieduk.org,EN,Investigative (foreign policy),Independent,Website,,no,4,5,3,4,4,4,4,4.0,Investigations into UK military and intelligence activity abroad.
Europe,United Kingdom,Economic,Bank of England,https://www.bankofengland.co.uk,EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary data and financial-stability reporting.
Europe,United Kingdom,Economic,Office for National Statistics (ONS),https://www.ons.gov.uk,EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics office.
Europe,United Kingdom,Economic,Institute for Fiscal Studies (IFS),https://ifs.org.uk,EN,Economic research institute,Independent,Website,,no,5,4,3,5,5,5,5,4.6,Authoritative independent analysis of tax and public finances.
Europe,United Kingdom,Political,UK Parliament,https://www.parliament.uk,EN,Legislature (official),State / official,Website,,yes,4,3,4,3,5,4,1,3.4,Official record incl. Hansard debates and bill tracking.
Europe,United Kingdom,Political,TheyWorkForYou,https://www.theyworkforyou.com,EN,Parliamentary monitoring,Independent,Website,,yes,4,4,4,5,5,5,2,4.1,mySociety site making MPs' votes and speeches searchable.
Europe,United Kingdom,Political,Full Fact,https://fullfact.org,EN,Fact-checking charity,Independent,Website,,no,5,4,4,5,5,5,3,4.4,UK's independent fact-checking charity.
Europe,United Kingdom,Societal,YouGov,https://yougov.co.uk,EN,Pollster,Independent,Website,,yes,4,4,4,4,4,4,2,3.7,Major pollster with an open data-and-tracker platform.
Europe,United Kingdom,Societal,Electoral Commission,https://www.electoralcommission.org.uk,EN,Elections regulator (data),State / official,Website,,yes,4,4,3,5,5,4,1,3.7,Official party-and-campaign finance and election data.
Europe,Italy,General,Corriere della Sera,https://www.corriere.it,IT,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4.0,Italy's largest and paper of record.
Europe,Italy,General,la Repubblica,https://www.repubblica.it,IT,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Major center-left national daily.
Europe,Italy,General,La Stampa,https://www.lastampa.it,IT,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Turin-based national daily.
Europe,Italy,General,Il Post,https://www.ilpost.it,IT,Independent explainer,Independent,Website,,no,5,4,5,5,4,4,4,4.4,Reader-funded outlet known for clarity and fact-checking.
Europe,Italy,General,Domani,https://www.editorialedomani.it,IT,Daily (investigative),Independent,Website,,no,4,4,4,4,4,4,4,4.0,Progressive daily with an investigative bent.
Europe,Italy,General,ANSA,https://www.ansa.it,IT/EN,Wire agency,Independent,Website,,no,4,3,5,4,4,5,2,3.9,Italy's main news agency.
Europe,Italy,General,RaiNews,https://www.rainews.it,IT,Public broadcaster,Public broadcaster,Website,,no,4,3,5,4,4,5,2,3.9,Public broadcaster's rolling news.
Europe,Italy,General,Internazionale,https://www.internazionale.it,IT,Weekly (world press),Independent,Website,,no,4,3,3,4,4,4,4,3.7,Weekly curating and translating the international press.
Europe,Italy,Security,ISPI,https://www.ispionline.it,IT/EN,International-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Leading Italian institute for international studies.
Europe,Italy,Security,IAI (Istituto Affari Internazionali),https://www.iai.it,IT/EN,Foreign-policy think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Foreign-policy and security research institute.
Europe,Italy,Economic,Banca d'Italia,https://www.bancaditalia.it,IT/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,"Central bank; monetary and financial data, English portal."
Europe,Italy,Economic,ISTAT,https://www.istat.it,IT/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics institute.
Europe,Italy,Economic,Il Sole 24 Ore,https://www.ilsole24ore.com,IT,Business daily,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Leading business-and-finance daily.
Europe,Italy,Political,Camera dei Deputati,https://www.camera.it,IT,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the lower house.
Europe,Italy,Political,Pagella Politica,https://pagellapolitica.it,IT,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Fact-checks politicians' statements; nonpartisan.
Europe,Italy,Political,IRPIMedia,https://irpimedia.org,IT,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Investigative Reporting Project Italy; cross-border investigations.
Europe,Italy,Societal,YouTrend,https://www.youtrend.it,IT,Polling aggregation / analysis,Independent,Website,,yes,4,4,4,4,4,4,3,3.9,Polling analysis and the Supermedia poll average.
Europe,Spain,General,El País,https://elpais.com,ES/EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4.0,Spain's largest daily; English edition.
Europe,Spain,General,El Mundo,https://www.elmundo.es,ES,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Major national daily; strong on investigations.
Europe,Spain,General,La Vanguardia,https://www.lavanguardia.com,ES,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Barcelona-based national daily.
Europe,Spain,General,elDiario.es,https://www.eldiario.es,ES,Independent daily,Independent,Website,,no,5,4,5,5,4,4,3,4.3,Member-funded independent daily; investigations and politics.
Europe,Spain,General,El Confidencial,https://www.elconfidencial.com,ES,Business / investigative,Independent,Website,,no,5,4,5,4,5,4,4,4.4,Digital-native outlet strong on investigations and finance.
Europe,Spain,General,infoLibre,https://www.infolibre.es,ES,Independent daily,Independent,Website,,no,4,4,4,5,4,4,3,4.0,Member-supported investigative daily.
Europe,Spain,General,RTVE,https://www.rtve.es,ES,Public broadcaster,Public broadcaster,Website,,no,4,3,5,4,4,5,2,3.9,Public broadcaster's news service.
Europe,Spain,General,EFE,https://www.efe.com,ES/EN,Wire agency,Independent,Website,,no,4,3,5,4,4,5,2,3.9,Leading Spanish-language news agency.
Europe,Spain,Security,Real Instituto Elcano,https://www.realinstitutoelcano.org,ES/EN,International-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Spain's premier international-relations institute.
Europe,Spain,Security,CIDOB,https://www.cidob.org,ES/EN,International-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Barcelona Centre for International Affairs.
Europe,Spain,Economic,Banco de España,https://www.bde.es,ES/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and banking statistics.
Europe,Spain,Economic,INE (Statistics),https://www.ine.es,ES/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics institute.
Europe,Spain,Political,Congreso de los Diputados,https://www.congreso.es,ES,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the lower house.
Europe,Spain,Political,Maldita.es,https://maldita.es,ES,Fact-checking / data,Independent,Website,,yes,5,4,4,5,5,4,3,4.3,Fact-checking nonprofit with open data and disinformation tracking.
Europe,Spain,Political,Newtral,https://www.newtral.es,ES,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Fact-checking and data-journalism outlet.
Europe,Spain,Political,Civio,https://civio.es,ES,Transparency / data journalism,Independent,Website,,yes,5,5,3,5,5,4,3,4.3,Nonprofit using public data to hold institutions to account.
Europe,Spain,Societal,CIS,https://www.cis.es,ES,Public pollster (official),State / official,Website,,yes,4,4,3,4,5,4,2,3.7,State sociological-research centre; large regular barometer surveys.
Europe,Poland,General,Gazeta Wyborcza,https://wyborcza.pl,PL,Daily newspaper,Independent,Website,,no,5,4,5,4,4,3,3,4.0,Leading liberal daily; investigations and politics.
Europe,Poland,General,Onet,https://www.onet.pl,PL,News portal,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Largest Polish news portal.
Europe,Poland,General,Polityka,https://www.polityka.pl,PL,News weekly,Independent,Website,,no,4,3,4,4,4,4,4,3.9,Long-running center-left weekly.
Europe,Poland,General,OKO.press,https://oko.press,PL,Investigative / fact-check,Independent,Website,,no,5,5,4,5,5,4,4,4.6,Nonprofit investigative and fact-checking outlet.
Europe,Poland,General,TVN24,https://tvn24.pl,PL,Broadcaster (news),Independent,Website,,no,4,3,5,4,4,4,2,3.7,Leading commercial news broadcaster.
Europe,Poland,General,Notes from Poland,https://notesfrompoland.com,EN,English-language news,Independent,Website,,no,4,4,4,4,4,5,3,4.0,English-language news and analysis on Poland.
Europe,Poland,General,Rzeczpospolita,https://www.rp.pl,PL,Daily (business/law),Independent,Website,,no,4,3,5,4,4,4,3,3.9,Center-right daily strong on law and economy.
Europe,Poland,Security,PISM,https://www.pism.pl,PL/EN,Foreign-policy institute,State-aligned,Website,,no,4,4,3,4,4,5,5,4.1,Polish Institute of International Affairs; MFA-linked.
Europe,Poland,Security,OSW (Centre for Eastern Studies),https://www.osw.waw.pl,PL/EN,Regional-studies think tank,State-aligned,Website,,no,5,5,3,5,4,5,5,4.6,"Government think tank; outstanding on Russia, Ukraine, and the region."
Europe,Poland,Economic,National Bank of Poland (NBP),https://nbp.pl,PL/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and FX data.
Europe,Poland,Economic,Statistics Poland (GUS),https://stat.gov.pl,PL/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics office.
Europe,Poland,Political,Sejm,https://www.sejm.gov.pl,PL,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the lower house.
Europe,Poland,Political,Demagog,https://demagog.org.pl,PL,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Poland's oldest fact-checking organization.
Europe,Poland,Political,FRONTSTORY.pl,https://frontstory.pl,PL/EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,"Investigative outlet (Fundacja Reporterów), cross-border work."
Europe,Poland,Political,wPolityce,https://wpolityce.pl,PL,Right-wing / pro-PiS,Pro-government,Website,,no,2,3,5,2,2,4,2,2.9,Right-wing outlet aligned with the PiS camp; useful for that bloc's framing.
Europe,Poland,Societal,CBOS,https://www.cbos.pl,PL,Public pollster,State / official,Website,,yes,4,4,3,4,5,4,2,3.7,Public opinion research centre; long-run survey series.
Europe,Romania,General,Digi24,https://www.digi24.ro,RO,Broadcaster (news),Independent,Website,,no,4,3,5,4,3,4,2,3.6,Major commercial news channel and site.
Europe,Romania,General,HotNews,https://www.hotnews.ro,RO,News / analysis portal,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Established independent news-and-analysis site.
Europe,Romania,General,G4Media,https://www.g4media.ro,RO,Independent news,Independent,Website,,no,5,4,5,4,4,4,3,4.1,Independent outlet founded by veteran journalists; politics and scoops.
Europe,Romania,General,Libertatea,https://www.libertatea.ro,RO,Daily (news/investigations),Independent,Website,,no,4,3,5,4,4,4,3,3.9,Popular daily that has invested in investigations.
Europe,Romania,General,Recorder,https://recorder.ro,RO,Investigative (video),Independent,Website,,no,5,5,3,5,5,4,4,4.4,Reader-funded investigative video journalism.
Europe,Romania,General,PressOne,https://pressone.ro,RO,Long-form / analysis,Independent,Website,,no,4,4,3,4,4,4,4,3.9,Reader-supported long-form and analysis outlet.
Europe,Romania,General,Europa Liberă România,https://romania.europalibera.org,RO,News (RFE/RL),Independent (external),Website,,no,4,4,4,5,4,4,3,4.0,RFE/RL's Romanian service.
Europe,Romania,Security,Expert Forum (EFOR),https://expertforum.ro,RO/EN,Governance think tank,Independent,Website,,no,5,4,3,5,4,4,5,4.3,"Policy institute on governance, elections, and Russian influence."
Europe,Romania,Economic,National Bank of Romania (BNR),https://www.bnr.ro,RO/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial statistics.
Europe,Romania,Economic,National Institute of Statistics (INS),https://insse.ro,RO/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics institute.
Europe,Romania,Political,Parliament of Romania,https://www.parlament.ro,RO,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the legislature.
Europe,Romania,Political,RISE Project,https://www.riseproject.ro,RO/EN,Investigative (OCCRP),Independent,Website,,no,5,5,3,5,5,4,4,4.4,Investigations into organized crime and cross-border corruption.
Europe,Romania,Political,Factual,https://www.factual.ro,RO,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Fact-checks Romanian public figures' statements.
Europe,Romania,Societal,INSCOP Research,https://www.inscop.ro,RO,Pollster,Independent,Website,,yes,4,4,3,4,4,4,2,3.6,Polling agency; regular political and social surveys.
Europe,Netherlands,General,NRC,https://www.nrc.nl,NL,Daily newspaper,Independent,Website,,no,5,3,5,4,4,3,4,4.0,Quality evening paper of record.
Europe,Netherlands,General,de Volkskrant,https://www.volkskrant.nl,NL,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Major national daily.
Europe,Netherlands,General,NOS,https://nos.nl,NL,Public broadcaster,Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,Public-service news; the most-trusted Dutch news brand.
Europe,Netherlands,General,Trouw,https://www.trouw.nl,NL,Daily newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,"National daily strong on ethics, religion, and environment."
Europe,Netherlands,General,Follow the Money,https://www.ftm.eu,NL/EN,Investigative (subscriber),Independent,Website,,no,5,5,3,5,5,3,4,4.3,Investigative platform focused on finance and power; English section.
Europe,Netherlands,General,De Correspondent,https://decorrespondent.nl,NL,Member-funded analysis,Independent,Website,,no,4,4,3,5,4,4,4,4.0,"Ad-free, member-funded explanatory journalism."
Europe,Netherlands,General,Het Financieele Dagblad (FD),https://fd.nl,NL,Business daily,Independent,Website,,no,5,3,5,4,4,3,4,4.0,Leading business-and-finance daily.
Europe,Netherlands,General,NU.nl,https://www.nu.nl,NL,News portal,Independent,Website,,no,4,3,5,4,3,5,2,3.7,High-traffic news portal.
Europe,Netherlands,Security,Clingendael,https://www.clingendael.org,NL/EN,International-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Netherlands Institute of International Relations.
Europe,Netherlands,Economic,De Nederlandsche Bank (DNB),https://www.dnb.nl,NL/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial-sector data.
Europe,Netherlands,Economic,CBS (Statistics Netherlands),https://www.cbs.nl,NL/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics office with strong open data.
Europe,Netherlands,Economic,CPB (Economic Policy Analysis),https://www.cpb.nl,NL/EN,Economic policy institute,State / official,Website,,no,5,4,3,5,4,5,5,4.4,Government bureau producing independent economic forecasts and costings.
Europe,Netherlands,Political,Tweede Kamer,https://www.tweedekamer.nl,NL,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the House of Representatives.
Europe,Netherlands,Societal,I&O Research,https://www.ioresearch.nl,NL,Pollster,Independent,Website,,yes,4,4,3,4,4,4,2,3.6,Independent research bureau; political and social polling.
Europe,Belgium,General,De Standaard,https://www.standaard.be,NL,Daily newspaper (Flemish),Independent,Website,,no,5,3,5,4,4,3,3,3.9,Leading Flemish quality daily.
Europe,Belgium,General,De Morgen,https://www.demorgen.be,NL,Daily newspaper (Flemish),Independent,Website,,no,4,3,5,4,4,4,3,3.9,Flemish progressive daily.
Europe,Belgium,General,Le Soir,https://www.lesoir.be,FR,Daily newspaper (Francophone),Independent,Website,,no,5,3,5,4,4,3,3,3.9,Leading Francophone daily.
Europe,Belgium,General,La Libre Belgique,https://www.lalibre.be,FR,Daily newspaper (Francophone),Independent,Website,,no,4,3,5,4,4,4,3,3.9,Francophone quality daily.
Europe,Belgium,General,VRT NWS,https://www.vrt.be/vrtnws,NL,Public broadcaster (Flemish),Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,Flemish public broadcaster's news.
Europe,Belgium,General,RTBF,https://www.rtbf.be,FR,Public broadcaster (Francophone),Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,Francophone public broadcaster.
Europe,Belgium,General,Knack,https://www.knack.be,NL,News weekly (Flemish),Independent,Website,,no,4,3,4,4,4,4,4,3.9,Flemish news weekly with investigations.
Europe,Belgium,General,Apache,https://www.apache.be,NL,Investigative (member-funded),Independent,Website,,no,5,5,3,5,5,4,4,4.4,Reader-funded investigative outlet in Antwerp.
Europe,Belgium,Security,Egmont Institute,https://www.egmontinstitute.be,EN/FR/NL,Foreign-affairs think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Royal Institute for International Relations.
Europe,Belgium,Economic,National Bank of Belgium (NBB),https://www.nbb.be,NL/FR/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and company-accounts data.
Europe,Belgium,Economic,Statbel,https://statbel.fgov.be,NL/FR/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,Belgium's statistical office.
Europe,Belgium,Economic,De Tijd,https://www.tijd.be,NL,Business daily (Flemish),Independent,Website,,no,5,3,5,4,4,4,4,4.1,Flemish business-and-finance daily.
Europe,Belgium,Economic,L'Echo,https://www.lecho.be,FR,Business daily (Francophone),Independent,Website,,no,5,3,5,4,4,4,4,4.1,Francophone business daily.
Europe,Belgium,Political,Belgian Federal Parliament,https://www.dekamer.be,NL/FR,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the Chamber of Representatives.
Europe,Belgium,Political,Euractiv,https://www.euractiv.com,EN,EU-policy media,Independent,Website,,no,4,4,4,4,4,4,4,4.0,Brussels-based network covering EU policy in depth.
Europe,Belgium,Political,Politico Europe,https://www.politico.eu,EN,EU-policy media,Independent,Website,,no,4,4,5,4,4,4,3,4.0,Brussels newsroom on EU politics and institutions.
Europe,Czechia,General,Seznam Zprávy,https://www.seznamzpravy.cz,CS,Independent news / investigative,Independent,Website,,no,5,4,5,4,4,4,3,4.1,Popular independent outlet with a strong investigative unit.
Europe,Czechia,General,Deník N,https://denikn.cz,CS,Independent daily,Independent,Website,,no,5,4,4,5,4,4,4,4.3,Subscriber-funded quality daily.
Europe,Czechia,General,Respekt,https://www.respekt.cz,CS,News weekly,Independent,Website,,no,4,4,3,4,4,4,4,3.9,Influential news-and-analysis weekly.
Europe,Czechia,General,iROZHLAS (Czech Radio),https://www.irozhlas.cz,CS,Public broadcaster,Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,Czech Radio's news site; strong data journalism.
Europe,Czechia,General,ČT24 (Czech Television),https://ct24.ceskatelevize.cz,CS,Public broadcaster,Public broadcaster,Website,,no,5,3,5,4,4,5,2,4.0,Public TV rolling news.
Europe,Czechia,General,Aktuálně.cz,https://zpravy.aktualne.cz,CS,News portal,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Independent news portal with commentary.
Europe,Czechia,General,investigace.cz,https://www.investigace.cz,CS,Investigative (OCCRP),Independent,Website,,no,5,5,3,5,5,4,4,4.4,Czech Center for Investigative Journalism; OCCRP partner.
Europe,Czechia,Security,AMO (Association for Int'l Affairs),https://www.amo.cz,CS/EN,Foreign-policy think tank,Independent,Website,,no,5,4,3,5,4,5,5,4.4,Leading Czech foreign-policy institute.
Europe,Czechia,Security,European Values Center,https://europeanvalues.cz,CS/EN,Security think tank,Independent,Website,,no,4,4,3,4,4,4,4,3.9,Think tank focused on Russian and Chinese influence and disinformation.
Europe,Czechia,Economic,Czech National Bank (ČNB),https://www.cnb.cz,CS/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Europe,Czechia,Economic,Czech Statistical Office (ČSÚ),https://www.czso.cz,CS/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics office.
Europe,Czechia,Economic,Hospodářské noviny,https://www.hn.cz,CS,Business daily,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Leading business-and-economics daily.
Europe,Czechia,Political,Chamber of Deputies,https://www.psp.cz,CS,Legislature (official),State / official,Website,,yes,4,3,4,3,4,3,1,3.1,Official record of the lower house.
Europe,Czechia,Political,Demagog.cz,https://demagog.cz,CS,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Fact-checks Czech and Slovak politicians.
Europe,Czechia,Political,Hlídač státu,https://www.hlidacstatu.cz,CS,State-transparency data,Independent,Website,,yes,4,5,4,5,5,4,2,4.1,"Open database of contracts, officials, and public spending."
Europe,Czechia,Societal,CVVM,https://cvvm.soc.cas.cz,CS,Public pollster (academic),State / official,Website,,yes,4,4,3,4,5,4,2,3.7,Academy-of-Sciences public-opinion research centre.
Europe,Czechia,Societal,STEM,https://www.stem.cz,CS,Pollster,Independent,Website,,yes,4,4,3,4,4,4,2,3.6,Independent empirical social-research institute.
South America,Brazil,General,Folha de S.Paulo,https://www.folha.uol.com.br,PT,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4.0,Brazil's largest quality daily; strong political coverage.
South America,Brazil,General,O Globo,https://oglobo.globo.com,PT,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Major Rio-based daily; part of Grupo Globo.
South America,Brazil,General,Estadão,https://www.estadao.com.br,PT,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,O Estado de S. Paulo; establishment quality daily.
South America,Brazil,General,UOL,https://www.uol.com.br,PT,News portal,Independent,Website,,no,4,3,5,4,4,5,2,3.9,Largest Brazilian news portal; columns and reporting.
